,datasetKey,decimalLatitude,decimalLongitude,scientificName,taxonKey,TEMP,ZONE
Unnamed 180,50c9509d-22c7-4a22-a47d-8c48425ef4a7,37.582224,-84.392665,"Junco hyemalis (Linnaeus, 1758)",9362842,-5,6b
Unnamed 181,50c9509d-22c7-4a22-a47d-8c48425ef4a7,30.571937,-84.275847,Stereum complicatum (Fr.) Fr.,2553087,15,8b
Unnamed 182,50c9509d-22c7-4a22-a47d-8c48425ef4a7,30.202301,-97.876829,"Passer domesticus (Linnaeus, 1758)",5231190,15,8b
Unnamed 183,50c9509d-22c7-4a22-a47d-8c48425ef4a7,30.571953,-84.275855,Usnea strigosa (Ach.) A.Eaton,2606137,15,8b
Unnamed 184,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.818414,-98.044791,"Odocoileus virginianus (Zimmermann, 1780)",2440965,10,8a
Unnamed 185,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.513537,-80.282675,"Leptogorgia virgulata (Lamarck, 1815)",2264117,15,8b
Unnamed 186,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.119904,-89.832993,Phlebia incarnata (Schwein.) Nakasone & Burds.,2544953,5,7b
Unnamed 187,50c9509d-22c7-4a22-a47d-8c48425ef4a7,30.031876,-98.146263,"Turdus migratorius Linnaeus, 1766",9510564,15,8b
Unnamed 188,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.985719,-79.011461,Epifagus virginiana (L.) Barton,3173317,5,7b
Unnamed 189,50c9509d-22c7-4a22-a47d-8c48425ef4a7,38.231337,-76.575112,"Plethodon cinereus (Green, 1818)",2431491,5,7b
Unnamed 190,50c9509d-22c7-4a22-a47d-8c48425ef4a7,29.652496,-95.7285,"Acanthocephala declivis (Say, 1832)",5156078,20,9a
Unnamed 191,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.119873,-89.832909,Trichaptum biforme (Fr.) Ryvarden,5247228,5,7b
Unnamed 192,50c9509d-22c7-4a22-a47d-8c48425ef4a7,39.937328,-75.157058,"Passer domesticus (Linnaeus, 1758)",5231190,5,7b
Unnamed 193,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.119934,-89.833015,Trametes betulina (L.) Pilát,5954508,5,7b
Unnamed 194,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.820744,-98.043963,"Spizella pusilla (A.Wilson, 1810)",2492096,10,8a
Unnamed 195,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.820832,-98.04391,"Spizella pusilla (A.Wilson, 1810)",2492096,10,8a
Unnamed 196,50c9509d-22c7-4a22-a47d-8c48425ef4a7,31.377225,-81.695451,Gelsemium sempervirens (L.) J.St.-Hil.,3169513,15,8b
Unnamed 197,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.985556,-79.011725,Phlebia incarnata (Schwein.) Nakasone & Burds.,2544953,5,7b
Unnamed 198,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.98565,-79.012286,Scorias spongiosa (Schwein.) Fr.,2620019,5,7b
Unnamed 199,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.882182,-98.038782,"Fulica americana Gmelin, 1789",2474393,10,8a
Unnamed 200,50c9509d-22c7-4a22-a47d-8c48425ef4a7,25.648715,-80.399372,"Quiscalus major Vieillot, 1819",2484133,35,10b
Unnamed 201,50c9509d-22c7-4a22-a47d-8c48425ef4a7,26.108422,-81.703404,"Pachylia ficus Linnaeus, 1758",1863856,30,10a
Unnamed 202,50c9509d-22c7-4a22-a47d-8c48425ef4a7,31.377303,-81.695493,"Usnea Dill. ex Adans., 1763",2605982,15,8b
Unnamed 203,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.54718,-121.079987,Zantedeschia aethiopica (L.) Spreng.,2868827,25,9b
Unnamed 204,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.83813,-78.732819,Scorias spongiosa (Schwein.) Fr.,2620019,5,7b
Unnamed 205,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.951967,-98.137922,"Branta canadensis (Linnaeus, 1758)",5232437,10,8a
Unnamed 206,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.754117,-98.391139,Teloschistes chrysophthalmus (L.) Th.Fr.,3429410,5,7b
Unnamed 207,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.821369,-98.027494,"Melanerpes carolinus (Linnaeus, 1758)",2478106,10,8a
Unnamed 208,50c9509d-22c7-4a22-a47d-8c48425ef4a7,40.794528,-73.960975,"Aythya americana (Eyton, 1838)",2498263,5,7b
Unnamed 209,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.790606,-117.827218,"Buteo jamaicensis (Gmelin, 1788)",2480542,30,10a
Unnamed 210,50c9509d-22c7-4a22-a47d-8c48425ef4a7,37.436075,-79.27231,"Aythya collaris (Donovan, 1809)",2498264,0,7a
Unnamed 211,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.44175,-104.277778,"Euarestoides acutangulus (Thomson, 1869)",1621767,5,7b
Unnamed 212,50c9509d-22c7-4a22-a47d-8c48425ef4a7,37.399066,-79.189368,Anatidae,2986,0,7a
Unnamed 213,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.821257,-98.027406,"Junco hyemalis (Linnaeus, 1758)",9362842,10,8a
Unnamed 214,50c9509d-22c7-4a22-a47d-8c48425ef4a7,39.550262,-82.575951,Dryopteris intermedia (Muhl. ex Willd.) A.Gray,5275143,-10,6a
Unnamed 215,50c9509d-22c7-4a22-a47d-8c48425ef4a7,41.752772,-70.186507,"Melanitta perspicillata (Linnaeus, 1758)",2498246,0,7a
Unnamed 216,50c9509d-22c7-4a22-a47d-8c48425ef4a7,41.078103,-80.687622,Ganoderma tsugae Murrill,7241318,-10,6a
Unnamed 217,50c9509d-22c7-4a22-a47d-8c48425ef4a7,38.877324,-106.185767,"Colaptes auratus cafer (J.F.Gmelin, 1788)",6177452,-15,5b
Unnamed 218,50c9509d-22c7-4a22-a47d-8c48425ef4a7,44.622586,-73.229305,"Lampsilis radiata (Gmelin, 1791)",2288149,-20,5a
Unnamed 219,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.821142,-98.027055,"Poecile carolinensis (Audubon, 1834)",2487844,10,8a
Unnamed 220,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.821025,-98.027032,"Thryothorus ludovicianus (Latham, 1790)",2493801,10,8a
Unnamed 221,50c9509d-22c7-4a22-a47d-8c48425ef4a7,38.988781,-76.554787,Tipularia discolor (Pursh) Nutt.,5308378,5,7b
Unnamed 222,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.840139,-98.025599,"Pelecanus erythrorhynchos Gmelin, 1789",5229155,10,8a
Unnamed 223,50c9509d-22c7-4a22-a47d-8c48425ef4a7,38.98963,-76.559186,Tipularia discolor (Pursh) Nutt.,5308378,5,7b
Unnamed 224,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.820894,-98.027404,"Melanerpes carolinus (Linnaeus, 1758)",2478106,10,8a
Unnamed 225,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28.482376,-81.348711,"Sayornis phoebe (Latham, 1790)",2483606,25,9b
Unnamed 226,50c9509d-22c7-4a22-a47d-8c48425ef4a7,30.210192,-96.788659,"Harmonia axyridis (Pallas, 1773)",4989904,15,8b
Unnamed 227,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.832629,-78.728799,Pleopeltis michauxiana (Weath.) Hickey & Sprunt,7386390,5,7b
Unnamed 228,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28.926349,-95.319164,"Sinistrofulgur sinistrum (Hollister, 1958)",7613563,25,9b
Unnamed 229,50c9509d-22c7-4a22-a47d-8c48425ef4a7,29.206663,-94.940025,"Buteo lineatus (Gmelin, 1788)",2480529,25,9b
Unnamed 230,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.822863,-90.712653,"Toxostoma rufum (Linnaeus, 1758)",9479809,5,7b
Unnamed 231,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.893591,-98.195556,"Bombycilla cedrorum Vieillot, 1808",2484609,10,8a
Unnamed 232,50c9509d-22c7-4a22-a47d-8c48425ef4a7,38.097944,-85.560727,Pachysandra procumbens Michx.,2984677,-5,6b
Unnamed 233,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.821222,-98.02699,"Certhia americana Bonaparte, 1838",9581157,10,8a
Unnamed 234,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.897468,-98.157536,"Cathartes aura (Linnaeus, 1758)",2481930,10,8a
Unnamed 235,50c9509d-22c7-4a22-a47d-8c48425ef4a7,39.593506,-82.589722,"Plethodon cinereus (Green, 1818)",2431491,-10,6a
Unnamed 236,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.825433,-98.030187,"Pelecanus erythrorhynchos Gmelin, 1789",5229155,10,8a
Unnamed 237,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.82176,-98.029192,"Pelecanus erythrorhynchos Gmelin, 1789",5229155,10,8a
Unnamed 238,50c9509d-22c7-4a22-a47d-8c48425ef4a7,42.451692,-79.35212,"Entodon seductrix C.Müller, 1846",5283802,-5,6b
Unnamed 239,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.821119,-98.029203,"Larus delawarensis Ord, 1815",2481134,10,8a
Unnamed 240,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.814911,-98.040204,"Larus delawarensis Ord, 1815",2481134,10,8a
Unnamed 241,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.81515,-98.040147,"Podilymbus podiceps (Linnaeus, 1758)",2482077,10,8a
Unnamed 242,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.820848,-98.043907,"Spizella pusilla (A.Wilson, 1810)",2492096,10,8a
Unnamed 243,50c9509d-22c7-4a22-a47d-8c48425ef4a7,36.453022,-83.586853,"Thryothorus ludovicianus (Latham, 1790)",2493801,-5,6b
Unnamed 244,50c9509d-22c7-4a22-a47d-8c48425ef4a7,39.561138,-75.724792,Diphasiastrum digitatum (Dill. ex A.Braun) Holub,2688379,0,7a
Unnamed 245,50c9509d-22c7-4a22-a47d-8c48425ef4a7,41.440524,-71.457359,Pyrola americana G.Don,7397090,0,7a
Unnamed 246,50c9509d-22c7-4a22-a47d-8c48425ef4a7,30.173148,-82.651769,"Colaptes auratus (Linnaeus, 1758)",2478259,15,8b
Unnamed 247,50c9509d-22c7-4a22-a47d-8c48425ef4a7,30.550563,-84.200375,"Haemorhous mexicanus (P.L.Statius Müller, 1776)",8323485,15,8b
Unnamed 248,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.820799,-98.044057,"Cardinalis cardinalis (Linnaeus, 1758)",2490384,10,8a
Unnamed 249,50c9509d-22c7-4a22-a47d-8c48425ef4a7,30.173056,-82.651632,Pleopeltis michauxiana (Weath.) Hickey & Sprunt,7386390,15,8b
Unnamed 250,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.821067,-98.03671,"Baeolophus atricristatus (Cassin, 1850)",2487919,10,8a
Unnamed 251,50c9509d-22c7-4a22-a47d-8c48425ef4a7,39.593323,-82.589851,Mitchella repens L.,5338762,-10,6a
Unnamed 252,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.764681,-84.333191,"Buteo lineatus (Gmelin, 1788)",2480529,5,7b
Unnamed 253,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28.346217,-80.609621,"Dumetella carolinensis (Linnaeus, 1766)",2494936,25,9b
Unnamed 254,50c9509d-22c7-4a22-a47d-8c48425ef4a7,38.980797,-76.989686,"Odocoileus virginianus (Zimmermann, 1780)",2440965,0,7a
Unnamed 255,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28.404614,-80.591068,"Larus delawarensis Ord, 1815",2481134,25,9b
Unnamed 256,50c9509d-22c7-4a22-a47d-8c48425ef4a7,26.034105,-80.135783,"Eudocimus albus (Linnaeus, 1758)",5229205,35,10b
Unnamed 257,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.82108,-98.036721,"Poecile carolinensis (Audubon, 1834)",2487844,10,8a
Unnamed 258,50c9509d-22c7-4a22-a47d-8c48425ef4a7,26.038856,-80.120156,"Aratus pisonii (H.Milne Edwards, 1837)",5178602,35,10b
Unnamed 259,50c9509d-22c7-4a22-a47d-8c48425ef4a7,26.49938,-81.984108,"Mycteria americana Linnaeus, 1758",2481937,30,10a
Unnamed 260,50c9509d-22c7-4a22-a47d-8c48425ef4a7,37.338929,-121.996611,"Melozone crissalis (Vigors, 1839)",7341600,25,9b
Unnamed 261,50c9509d-22c7-4a22-a47d-8c48425ef4a7,38.98861,-76.561321,"Apis mellifera Linnaeus, 1758",1341976,5,7b
Unnamed 262,50c9509d-22c7-4a22-a47d-8c48425ef4a7,39.5606,-75.723701,Trametes betulina (L.) Pilát,5954508,0,7a
Unnamed 263,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28.059963,-81.059395,"Hemidactylus mabouia (Moreau De Jonnès, 1818)",5959942,25,9b
Unnamed 264,50c9509d-22c7-4a22-a47d-8c48425ef4a7,37.533598,-84.31635,"Cardinalis cardinalis (Linnaeus, 1758)",2490384,-5,6b
Unnamed 265,50c9509d-22c7-4a22-a47d-8c48425ef4a7,39.262412,-84.357597,Calycina citrina (Hedw.) Gray,5256859,-10,6a
Unnamed 266,50c9509d-22c7-4a22-a47d-8c48425ef4a7,30.844498,-81.544868,Vaccinium elliottii Chapm.,2882911,20,9a
Unnamed 267,50c9509d-22c7-4a22-a47d-8c48425ef4a7,36.023571,-78.967346,"Lophodytes cucullatus (Linnaeus, 1758)",2498408,5,7b
Unnamed 268,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.465508,-84.9963,"Harmonia axyridis (Pallas, 1773)",4989904,15,8b
Unnamed 269,50c9509d-22c7-4a22-a47d-8c48425ef4a7,38.987259,-76.559212,Chimaphila maculata (L.) Pursh,2888304,5,7b
Unnamed 270,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.821228,-98.036698,"Regulus calendula (Linnaeus, 1766)",2484597,10,8a
Unnamed 271,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.821048,-98.036701,"Regulus satrapa Lichtenstein, 1823",2484591,10,8a
Unnamed 272,50c9509d-22c7-4a22-a47d-8c48425ef4a7,43.129081,-77.45575,"Sciurus carolinensis Gmelin, 1788",5219681,-5,6b
Unnamed 273,50c9509d-22c7-4a22-a47d-8c48425ef4a7,36.25837,-92.479206,"Sphyrapicus varius (Linnaeus, 1766)",2478605,0,7a
Unnamed 274,50c9509d-22c7-4a22-a47d-8c48425ef4a7,29.215207,-82.054107,"Anolis carolinensis Voigt, 1832",2466939,20,9a
Unnamed 275,50c9509d-22c7-4a22-a47d-8c48425ef4a7,48.110262,-123.086573,Thuja plicata Donn ex D.Don,2684171,15,8b
Unnamed 276,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.739792,-78.855171,"Oreochromis niloticus (Linnaeus, 1758)",4285694,15,8b
Unnamed 277,50c9509d-22c7-4a22-a47d-8c48425ef4a7,43.129086,-77.455748,"Passer domesticus (Linnaeus, 1758)",5231190,-5,6b
Unnamed 278,50c9509d-22c7-4a22-a47d-8c48425ef4a7,36.257821,-92.479221,"Spinus tristis (Linnaeus, 1758)",5231640,0,7a
Unnamed 279,50c9509d-22c7-4a22-a47d-8c48425ef4a7,36.425232,-81.33416,Polystichum acrostichoides (Michx.) Schott,2651098,-5,6b
Unnamed 280,50c9509d-22c7-4a22-a47d-8c48425ef4a7,26.296968,-80.104567,"Sphyraena barracuda (Edwards, 1771)",9784990,35,10b
Unnamed 281,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28.937745,-95.302872,"Ardea herodias Linnaeus, 1758",9630752,25,9b
Unnamed 282,50c9509d-22c7-4a22-a47d-8c48425ef4a7,30.599675,-91.007706,"Amphibolips Reinhard, 1865",1309617,15,8b
Unnamed 283,50c9509d-22c7-4a22-a47d-8c48425ef4a7,26.41856,-80.078842,Cyperus croceus Vahl,2713916,35,10b
Unnamed 284,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28.601509,-81.196854,Ilex glabra (L.) A.Gray,5414266,25,9b
Unnamed 285,50c9509d-22c7-4a22-a47d-8c48425ef4a7,37.456969,-80.116692,Solanum carolinense L.,2932011,0,7a
Unnamed 286,50c9509d-22c7-4a22-a47d-8c48425ef4a7,43.129084,-77.455746,"Junco hyemalis (Linnaeus, 1758)",9362842,-5,6b
Unnamed 287,50c9509d-22c7-4a22-a47d-8c48425ef4a7,48.109642,-123.083698,Sequoia sempervirens (D.Don) Endl.,2683909,15,8b
Unnamed 288,50c9509d-22c7-4a22-a47d-8c48425ef4a7,39.593994,-82.590668,Dacrymyces chrysospermus Berk. & M.A.Curtis,2512921,-10,6a
Unnamed 289,50c9509d-22c7-4a22-a47d-8c48425ef4a7,36.003049,-79.218618,Tipularia discolor (Pursh) Nutt.,5308378,5,7b
Unnamed 290,50c9509d-22c7-4a22-a47d-8c48425ef4a7,39.756317,-105.006935,"Bucephala clangula (Linnaeus, 1758)",2498326,-15,5b
Unnamed 291,50c9509d-22c7-4a22-a47d-8c48425ef4a7,34.234115,-118.882414,Cylindropuntia prolifera (Engelm.) F.M.Knuth,3952282,30,10a
Unnamed 292,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.609174,-117.925487,"Aythya affinis (Eyton, 1838)",2498257,35,10b
Unnamed 293,50c9509d-22c7-4a22-a47d-8c48425ef4a7,39.593964,-82.592033,Conopholis americana (L.) Wallr.,3173310,-10,6a
Unnamed 294,50c9509d-22c7-4a22-a47d-8c48425ef4a7,30.019217,-81.333913,Pinus elliottii Engelm.,5285777,20,9a
Unnamed 295,50c9509d-22c7-4a22-a47d-8c48425ef4a7,30.077232,-84.182663,"Alligator mississippiensis (Daudin, 1801)",2441370,15,8b
Unnamed 296,50c9509d-22c7-4a22-a47d-8c48425ef4a7,38.336395,-86.619133,Exidia recisa (Ditmar) Fr.,2553588,-10,6a
Unnamed 297,50c9509d-22c7-4a22-a47d-8c48425ef4a7,39.593975,-82.591911,Dendrolycopodium obscurum (L.) A.Haines,3991468,-10,6a
Unnamed 298,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.517513,-80.278263,"Callinectes sapidus Rathbun, 1896",2225646,15,8b
Unnamed 299,50c9509d-22c7-4a22-a47d-8c48425ef4a7,29.974983,-82.763947,Clathrus columnatus Bosc,5239478,15,8b
Unnamed 300,50c9509d-22c7-4a22-a47d-8c48425ef4a7,36.185041,-79.264755,Betula nigra L.,5331532,5,7b
Unnamed 301,50c9509d-22c7-4a22-a47d-8c48425ef4a7,39.243464,-76.854242,"Buteo lineatus (Gmelin, 1788)",2480529,0,7a
Unnamed 302,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.715893,-118.285659,"Mephitis mephitis (Schreber, 1776)",5219380,35,10b
Unnamed 303,50c9509d-22c7-4a22-a47d-8c48425ef4a7,31.466858,-100.501305,"Haemorhous mexicanus (P.L.Statius Müller, 1776)",8323485,10,8a
Unnamed 304,50c9509d-22c7-4a22-a47d-8c48425ef4a7,26.418579,-80.078775,Parietaria floridana Nutt.,5361793,35,10b
Unnamed 305,50c9509d-22c7-4a22-a47d-8c48425ef4a7,39.728741,-105.127227,"Colaptes auratus (Linnaeus, 1758)",2478259,-10,6a
Unnamed 306,50c9509d-22c7-4a22-a47d-8c48425ef4a7,44.8638,-123.021278,Pinus ponderosa Douglas ex C.Lawson,5285053,15,8b
Unnamed 307,50c9509d-22c7-4a22-a47d-8c48425ef4a7,44.399628,-73.234951,"Oxyura jamaicensis (Gmelin, 1789)",2498305,-20,5a
Unnamed 308,50c9509d-22c7-4a22-a47d-8c48425ef4a7,44.400516,-73.234791,"Phalacrocorax auritus (Lesson, 1831)",2481875,-20,5a
Unnamed 309,50c9509d-22c7-4a22-a47d-8c48425ef4a7,44.863352,-123.02113,"Aphelocoma californica (Vigors, 1839)",2482414,15,8b
Unnamed 310,50c9509d-22c7-4a22-a47d-8c48425ef4a7,48.108755,-123.081711,Arbutus menziesii Pursh,2882802,15,8b
Unnamed 311,50c9509d-22c7-4a22-a47d-8c48425ef4a7,26.643076,-81.999672,"Buteo lineatus (Gmelin, 1788)",2480529,30,10a
Unnamed 312,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.518019,-80.278431,"Libinia emarginata Leach, 1815",2226736,15,8b
Unnamed 313,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.715933,-118.285651,"Vulpes vulpes (Linnaeus, 1758)",5219243,35,10b
Unnamed 314,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.518116,-80.278443,"Callinectes sapidus Rathbun, 1896",2225646,15,8b
Unnamed 315,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.642175,-80.431887,"Dysdercus suturellus (Herrich-Schaeffer, 1842)",2012177,30,10a
Unnamed 316,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.422314,-82.494652,Sida ulmifolia Mill.,5617180,25,9b
Unnamed 317,50c9509d-22c7-4a22-a47d-8c48425ef4a7,39.991712,-76.287379,"Turdus migratorius Linnaeus, 1766",9510564,-5,6b
Unnamed 318,50c9509d-22c7-4a22-a47d-8c48425ef4a7,38.990626,-76.561051,"Callicladium imponens (Hedw.) Hedenäs, Schlesak & D.Quandt",10785996,5,7b
Unnamed 319,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.539755,-82.105422,Acer rubrum L.,3189883,25,9b
Unnamed 320,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28.577799,-81.323663,Tillandsia usneoides (L.) L.,2695149,25,9b
Unnamed 321,50c9509d-22c7-4a22-a47d-8c48425ef4a7,30.005209,-90.093243,Favolus brasiliensis (Fr.) Fr.,5246359,25,9b
Unnamed 322,50c9509d-22c7-4a22-a47d-8c48425ef4a7,36.427185,-81.334473,Diphasiastrum digitatum (Dill. ex A.Braun) Holub,2688379,-5,6b
Unnamed 323,50c9509d-22c7-4a22-a47d-8c48425ef4a7,40.083733,-88.29162,"Cardinalis cardinalis (Linnaeus, 1758)",2490384,-15,5b
Unnamed 324,50c9509d-22c7-4a22-a47d-8c48425ef4a7,29.247974,-98.528062,Crataegus mollis (Torr. & A.Gray) Scheele,3015562,20,9a
Unnamed 325,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.93441,-84.300835,Fagus grandifolia Ehrh.,2882274,5,7b
Unnamed 326,50c9509d-22c7-4a22-a47d-8c48425ef4a7,39.991712,-76.287384,Vinca major L.,3169708,-5,6b
Unnamed 327,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28.600164,-81.1856,Laccaria laccata (Scop.) Cooke,2530926,25,9b
Unnamed 328,50c9509d-22c7-4a22-a47d-8c48425ef4a7,29.845812,-81.26397,"Calliactis tricolor (Le Sueur, 1817)",2257381,20,9a
Unnamed 329,50c9509d-22c7-4a22-a47d-8c48425ef4a7,26.714286,-80.321879,"Eudocimus albus (Linnaeus, 1758)",5229205,30,10a
Unnamed 330,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.966216,-118.42768,"Lophodytes cucullatus (Linnaeus, 1758)",2498408,35,10b
Unnamed 331,50c9509d-22c7-4a22-a47d-8c48425ef4a7,41.007203,-81.961708,"Anser albifrons (Scopoli, 1769)",2498017,-10,6a
Unnamed 332,50c9509d-22c7-4a22-a47d-8c48425ef4a7,40.083609,-88.291579,"Sciurus carolinensis Gmelin, 1788",5219681,-15,5b
Unnamed 333,50c9509d-22c7-4a22-a47d-8c48425ef4a7,41.002493,-82.018473,"Sialia sialis (Linnaeus, 1758)",2490941,-10,6a
Unnamed 334,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.839321,-78.723808,Aplectrum hyemale (Muhl. ex Willd.) Torr.,7585836,5,7b
Unnamed 335,50c9509d-22c7-4a22-a47d-8c48425ef4a7,31.758981,-106.299469,"Quiscalus mexicanus (Gmelin, 1788)",9476062,10,8a
Unnamed 336,50c9509d-22c7-4a22-a47d-8c48425ef4a7,26.175158,-81.784681,Crinum americanum L.,2853938,30,10a
Unnamed 337,50c9509d-22c7-4a22-a47d-8c48425ef4a7,38.723504,-76.712021,Polystichum acrostichoides (Michx.) Schott,2651098,0,7a
Unnamed 338,50c9509d-22c7-4a22-a47d-8c48425ef4a7,43.559827,-70.204313,"Melanitta americana (Swainson, 1832)",2498250,-15,5b
Unnamed 339,50c9509d-22c7-4a22-a47d-8c48425ef4a7,30.667063,-87.930838,"Coluber constrictor Linnaeus, 1758",6161776,15,8b
Unnamed 340,50c9509d-22c7-4a22-a47d-8c48425ef4a7,41.007292,-81.962577,"Cygnus buccinator Richardson, 1831",2498345,-10,6a
Unnamed 341,50c9509d-22c7-4a22-a47d-8c48425ef4a7,31.374818,-94.728152,"Sciurus carolinensis Gmelin, 1788",5219681,15,8b
Unnamed 342,50c9509d-22c7-4a22-a47d-8c48425ef4a7,31.374818,-94.728152,"Ardea alba Linnaeus, 1758",9752617,15,8b
Unnamed 343,50c9509d-22c7-4a22-a47d-8c48425ef4a7,40.799642,-73.958962,Exidia,2512856,5,7b
Unnamed 344,50c9509d-22c7-4a22-a47d-8c48425ef4a7,41.00747,-81.962523,"Aythya collaris (Donovan, 1809)",2498264,-10,6a
Unnamed 345,50c9509d-22c7-4a22-a47d-8c48425ef4a7,29.406005,-98.50875,"Passer domesticus (Linnaeus, 1758)",5231190,20,9a
Unnamed 346,50c9509d-22c7-4a22-a47d-8c48425ef4a7,42.383117,-88.213189,"Sitta carolinensis Latham, 1790",2484892,-15,5b
Unnamed 347,50c9509d-22c7-4a22-a47d-8c48425ef4a7,30.842621,-81.542763,Ilex vomitoria Sol. ex Aiton,5414250,20,9a
Unnamed 348,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.931176,-84.304474,Phlebia incarnata (Schwein.) Nakasone & Burds.,2544953,5,7b
Unnamed 349,50c9509d-22c7-4a22-a47d-8c48425ef4a7,29.523963,-81.199337,Sabal palmetto (Walter) Lodd. ex Schult. & Schult.f.,4925538,20,9a
Unnamed 350,50c9509d-22c7-4a22-a47d-8c48425ef4a7,29.521368,-81.152119,"Sistrurus miliarius barbouri Gloyd, 1935",6157550,25,9b
Unnamed 351,50c9509d-22c7-4a22-a47d-8c48425ef4a7,29.418311,-81.085644,"Sistrurus miliarius barbouri Gloyd, 1935",6157550,25,9b
Unnamed 352,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.057002,-82.241758,"Monomorium floricola (Jerdon, 1851)",1314699,30,10a
Unnamed 353,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.966883,-118.428025,"Spatula clypeata (Linnaeus, 1758)",8332393,35,10b
Unnamed 354,50c9509d-22c7-4a22-a47d-8c48425ef4a7,26.108621,-80.3052,"Anolis equestris Merrem, 1820",8583926,35,10b
Unnamed 355,50c9509d-22c7-4a22-a47d-8c48425ef4a7,40.035107,-75.209471,Hedera helix L.,8351737,0,7a
Unnamed 356,50c9509d-22c7-4a22-a47d-8c48425ef4a7,41.009219,-81.970559,"Accipiter cooperii (Bonaparte, 1828)",2480621,-10,6a
Unnamed 357,50c9509d-22c7-4a22-a47d-8c48425ef4a7,42.779243,-71.85571,"Poecile atricapillus (Linnaeus, 1766)",2487805,-15,5b
Unnamed 358,50c9509d-22c7-4a22-a47d-8c48425ef4a7,42.779595,-71.855392,"Poecile atricapillus (Linnaeus, 1766)",2487805,-15,5b
Unnamed 359,50c9509d-22c7-4a22-a47d-8c48425ef4a7,42.779167,-71.855351,"Turdus migratorius Linnaeus, 1766",9510564,-15,5b
Unnamed 360,50c9509d-22c7-4a22-a47d-8c48425ef4a7,42.770474,-71.843998,"Bombycilla cedrorum Vieillot, 1808",2484609,-15,5b
